start_time,bat_landing_to_food,habit,rat_period_start,rat_period_end,seconds_after_rat_arrival,risk,reward,month,sunset_time,hours_after_sunset,season
3/04/2018 1:07,3,fast,3/04/2018 1:00,3/04/2018 1:21,435,0,1,4,2/04/2018 19:01,6.11,1
3/04/2018 1:10,6,fast,3/04/2018 1:00,3/04/2018 1:21,612,0,1,4,2/04/2018 19:01,6.159166667,1
3/04/2018 1:12,1,fast,3/04/2018 1:00,3/04/2018 1:21,708,0,1,4,2/04/2018 19:01,6.185833333,1
3/04/2018 1:13,9,rat,3/04/2018 1:00,3/04/2018 1:21,777,1,0,4,2/04/2018 19:01,6.205,1
3/04/2018 1:13,23,rat,3/04/2018 1:00,3/04/2018 1:21,806,1,0,4,2/04/2018 19:01,6.213055556,1
3/04/2018 1:15,1,"245.6,179.5,321.4,314.0; 522.4,0.3,592.0,95.5",3/04/2018 1:00,3/04/2018 1:21,903,0,0,4,2/04/2018 19:01,6.24,1
3/04/2018 1:15,155,eating,3/04/2018 1:00,3/04/2018 1:21,936,0,0,4,2/04/2018 19:01,6.249166667,1
3/04/2018 21:22,3,fast,3/04/2018 21:21,3/04/2018 21:32,90,0,1,4,3/04/2018 19:01,2.358611111,1
3/04/2018 21:27,3,fast,3/04/2018 21:21,3/04/2018 21:32,376,0,1,4,3/04/2018 19:01,2.438055556,1
3/04/2018 21:28,2,fast,3/04/2018 21:21,3/04/2018 21:32,452,0,1,4,3/04/2018 19:01,2.459166667,1
3/04/2018 23:24,2,fast,3/04/2018 23:24,3/04/2018 23:40,12,0,1,4,3/04/2018 19:01,4.395833333,1
3/04/2018 23:25,9,rat,3/04/2018 23:24,3/04/2018 23:40,31,1,0,4,3/04/2018 19:01,4.401111111,1
3/04/2018 23:25,4,fast,3/04/2018 23:24,3/04/2018 23:40,58,0,1,4,3/04/2018 19:01,4.408611111,1
3/04/2018 23:27,5,rat,3/04/2018 23:24,3/04/2018 23:40,187,1,0,4,3/04/2018 19:01,4.444444444,1
3/04/2018 23:27,4,rat,3/04/2018 23:24,3/04/2018 23:40,197,1,0,4,3/04/2018 19:01,4.447222222,1
3/04/2018 23:28,1,fast,3/04/2018 23:24,3/04/2018 23:40,224,0,1,4,3/04/2018 19:01,4.454722222,1
3/04/2018 23:29,48,rat,3/04/2018 23:24,3/04/2018 23:40,312,1,0,4,3/04/2018 19:01,4.479166667,1
3/04/2018 23:29,3,fast,3/04/2018 23:24,3/04/2018 23:40,312,0,1,4,3/04/2018 19:01,4.479166667,1
3/04/2018 23:31,0.010238211,rat_to_bat,3/04/2018 23:24,3/04/2018 23:40,402,1,0,4,3/04/2018 19:01,4.504166667,1
3/04/2018 23:34,2,fast,3/04/2018 23:24,3/04/2018 23:40,597,0,1,4,3/04/2018 19:01,4.558333333,1
3/04/2018 23:40,2,rat,3/04/2018 23:24,3/04/2018 23:40,949,1,0,4,3/04/2018 19:01,4.656111111,1
4/04/2018 0:48,3,rat,4/04/2018 0:48,4/04/2018 0:58,12,1,0,4,3/04/2018 19:01,5.788055556,1
4/04/2018 0:48,4,fast,4/04/2018 0:48,4/04/2018 0:58,25,0,1,4,3/04/2018 19:01,5.791666667,1
4/04/2018 0:49,22,other_bats/rat,4/04/2018 0:48,4/04/2018 0:58,59,1,0,4,3/04/2018 19:01,5.801111111,1
4/04/2018 0:49,2,"405.6,112.3,513.1,215.4; 464.1,197.7,614.9,334.3; 511.5,301.1,639.4,388.9",4/04/2018 0:48,4/04/2018 0:58,63,0,0,4,3/04/2018 19:01,5.802222222,1
4/04/2018 0:49,2,fast,4/04/2018 0:48,4/04/2018 0:58,97,0,1,4,3/04/2018 19:01,5.811666667,1
4/04/2018 0:49,2,fast,4/04/2018 0:48,4/04/2018 0:58,112,0,1,4,3/04/2018 19:01,5.815833333,1
4/04/2018 0:50,59,rat,4/04/2018 0:48,4/04/2018 0:58,165,1,0,4,3/04/2018 19:01,5.830555556,1
4/04/2018 0:51,4,fast,4/04/2018 0:48,4/04/2018 0:58,217,0,1,4,3/04/2018 19:01,5.845,1
4/04/2018 0:54,1,rat,4/04/2018 0:48,4/04/2018 0:58,357,1,0,4,3/04/2018 19:01,5.883888889,1
4/04/2018 0:55,14,rat,4/04/2018 0:48,4/04/2018 0:58,418,1,0,4,3/04/2018 19:01,5.900833333,1
4/04/2018 0:58,1,fast,4/04/2018 0:48,4/04/2018 0:58,624,0,1,4,3/04/2018 19:01,5.958055556,1
4/04/2018 0:58,0.04722604,,4/04/2018 0:48,4/04/2018 0:58,632,0,0,4,3/04/2018 19:01,5.960277778,1
4/04/2018 0:58,0.022571773,,4/04/2018 0:48,4/04/2018 0:58,651,0,0,4,3/04/2018 19:01,5.965555556,1
26/04/2018 21:25,68,pick_and_all,26/04/2018 21:24,26/04/2018 21:26,19,1,1,4,26/04/2018 19:17,2.135,1
26/04/2018 21:25,6,rat,26/04/2018 21:24,26/04/2018 21:26,22,1,0,4,26/04/2018 19:17,2.135833333,1
26/04/2018 21:25,2,bat_and_rat,26/04/2018 21:24,26/04/2018 21:26,29,1,0,4,26/04/2018 19:17,2.137777778,1
26/04/2018 21:25,8,bat_and_pick,26/04/2018 21:24,26/04/2018 21:26,45,1,1,4,26/04/2018 19:17,2.142222222,1
26/04/2018 21:25,5,bat_and_rat,26/04/2018 21:24,26/04/2018 21:26,66,1,0,4,26/04/2018 19:17,2.148055556,1
26/04/2018 21:26,2,bat_fight,26/04/2018 21:24,26/04/2018 21:26,76,1,0,4,26/04/2018 19:17,2.150833333,1
26/04/2018 21:26,15,bat_fight,26/04/2018 21:24,26/04/2018 21:26,88,1,0,4,26/04/2018 19:17,2.154166667,1
26/04/2018 21:26,4,bat_fight_and_pick,26/04/2018 21:24,26/04/2018 21:26,101,1,1,4,26/04/2018 19:17,2.157777778,1
26/04/2018 22:25,15,bat,26/04/2018 22:25,26/04/2018 22:36,16,1,0,4,26/04/2018 19:17,3.148055556,1
26/04/2018 22:26,18,bat_and_pick,26/04/2018 22:25,26/04/2018 22:36,33,1,1,4,26/04/2018 19:17,3.152777778,1
26/04/2018 22:26,3,pick,26/04/2018 22:25,26/04/2018 22:36,65,0,1,4,26/04/2018 19:17,3.161666667,1
26/04/2018 22:26,13,bat_and_pick,26/04/2018 22:25,26/04/2018 22:36,81,1,1,4,26/04/2018 19:17,3.166111111,1
26/04/2018 22:26,14,bat_and_pick,26/04/2018 22:25,26/04/2018 22:36,81,1,1,4,26/04/2018 19:17,3.166111111,1
26/04/2018 22:27,10,bat_and_pick,26/04/2018 22:25,26/04/2018 22:36,92,1,1,4,26/04/2018 19:17,3.169166667,1
26/04/2018 22:27,1,"187.0,152.0,304.0,240.0; 567.9,88.6,621.1,140.3",26/04/2018 22:25,26/04/2018 22:36,124,0,0,4,26/04/2018 19:17,3.178055556,1
26/04/2018 22:27,7,bat_and_rat,26/04/2018 22:25,26/04/2018 22:36,126,1,0,4,26/04/2018 19:17,3.178611111,1
26/04/2018 22:28,3,pick,26/04/2018 22:25,26/04/2018 22:36,202,0,1,4,26/04/2018 19:17,3.199722222,1
26/04/2018 22:29,1,fast,26/04/2018 22:25,26/04/2018 22:36,215,0,1,4,26/04/2018 19:17,3.203333333,1
26/04/2018 22:30,23,bat,26/04/2018 22:25,26/04/2018 22:36,274,1,0,4,26/04/2018 19:17,3.219722222,1
26/04/2018 22:30,0.078814418,"44.0,77.0,157.0,240.0; 253.0,96.0,346.0,147.0",26/04/2018 22:25,26/04/2018 22:36,306,0,0,4,26/04/2018 19:17,3.228611111,1
26/04/2018 22:30,1,"397.7,159.7,580.2,330.5; 252.0,92.0,346.0,149.0",26/04/2018 22:25,26/04/2018 22:36,311,0,0,4,26/04/2018 19:17,3.23,1
26/04/2018 22:30,4,pick,26/04/2018 22:25,26/04/2018 22:36,318,0,1,4,26/04/2018 19:17,3.231944444,1
26/04/2018 22:30,5,pick_and_bat,26/04/2018 22:25,26/04/2018 22:36,322,1,1,4,26/04/2018 19:17,3.233055556,1
26/04/2018 22:31,3,fast,26/04/2018 22:25,26/04/2018 22:36,326,0,1,4,26/04/2018 19:17,3.234166667,1
26/04/2018 22:31,2,fast,26/04/2018 22:25,26/04/2018 22:36,340,0,1,4,26/04/2018 19:17,3.238055556,1
26/04/2018 22:31,55,bat_and_pick,26/04/2018 22:25,26/04/2018 22:36,343,1,1,4,26/04/2018 19:17,3.238888889,1
26/04/2018 22:32,3,fast,26/04/2018 22:25,26/04/2018 22:36,392,0,1,4,26/04/2018 19:17,3.2525,1
26/04/2018 22:32,3,"218.0,171.0,381.0,269.0; 239.0,106.0,315.0,155.0",26/04/2018 22:25,26/04/2018 22:36,406,0,0,4,26/04/2018 19:17,3.256388889,1
26/04/2018 22:33,1,"423.0,155.9,535.6,370.9; 238.0,99.0,314.0,160.0",26/04/2018 22:25,26/04/2018 22:36,449,0,0,4,26/04/2018 19:17,3.268333333,1
26/04/2018 22:34,65,bat_and_pick,26/04/2018 22:25,26/04/2018 22:36,519,1,1,4,26/04/2018 19:17,3.287777778,1
26/04/2018 22:34,275,eating_and_bat_and_pick,26/04/2018 22:25,26/04/2018 22:36,556,1,1,4,26/04/2018 19:17,3.298055556,1
26/04/2018 22:35,2,bat_fight,26/04/2018 22:25,26/04/2018 22:36,594,1,0,4,26/04/2018 19:17,3.308611111,1
26/04/2018 22:35,2,bat_figiht,26/04/2018 22:25,26/04/2018 22:36,602,1,0,4,26/04/2018 19:17,3.310833333,1
26/04/2018 22:35,1,rat,26/04/2018 22:25,26/04/2018 22:36,613,1,0,4,26/04/2018 19:17,3.313888889,1
26/04/2018 22:36,18,pick_and_others,26/04/2018 22:25,26/04/2018 22:36,635,1,1,4,26/04/2018 19:17,3.32,1
26/04/2018 23:05,0.028315379,fast,26/04/2018 23:04,26/04/2018 23:09,22,0,1,4,26/04/2018 19:17,3.805,1
26/04/2018 23:05,6,pick_and_bat,26/04/2018 23:04,26/04/2018 23:09,37,1,1,4,26/04/2018 19:17,3.809166667,1
26/04/2018 23:05,9,bat,26/04/2018 23:04,26/04/2018 23:09,46,1,0,4,26/04/2018 19:17,3.811666667,1
26/04/2018 23:06,2,fast,26/04/2018 23:04,26/04/2018 23:09,87,0,1,4,26/04/2018 19:17,3.823055556,1
26/04/2018 23:06,8,pick,26/04/2018 23:04,26/04/2018 23:09,96,0,1,4,26/04/2018 19:17,3.825555556,1
26/04/2018 23:06,6,pick,26/04/2018 23:04,26/04/2018 23:09,110,0,1,4,26/04/2018 19:17,3.829444444,1
26/04/2018 23:09,6,pick,26/04/2018 23:04,26/04/2018 23:09,273,0,1,4,26/04/2018 19:17,3.874722222,1
26/04/2018 23:09,0.039556377,fast,26/04/2018 23:04,26/04/2018 23:09,283,0,1,4,26/04/2018 19:17,3.8775,1
27/04/2018 0:24,7,bat_pick_rat,27/04/2018 0:24,27/04/2018 0:28,10,1,1,4,26/04/2018 19:17,5.126111111,1
27/04/2018 0:25,4,fast,27/04/2018 0:24,27/04/2018 0:28,65,0,1,4,26/04/2018 19:17,5.141388889,1
27/04/2018 0:25,0.02018894,rat,27/04/2018 0:24,27/04/2018 0:28,72,1,0,4,26/04/2018 19:17,5.143333333,1
27/04/2018 0:25,47,bat_and_rat,27/04/2018 0:24,27/04/2018 0:28,91,1,0,4,26/04/2018 19:17,5.148611111,1
27/04/2018 0:26,35,bat,27/04/2018 0:24,27/04/2018 0:28,129,1,0,4,26/04/2018 19:17,5.159166667,1
27/04/2018 0:26,13,bat_and_pick,27/04/2018 0:24,27/04/2018 0:28,138,1,1,4,26/04/2018 19:17,5.161666667,1
27/04/2018 0:27,12,bat_and_pick,27/04/2018 0:24,27/04/2018 0:28,164,1,1,4,26/04/2018 19:17,5.168888889,1
27/04/2018 0:27,20,bat_and_pick,27/04/2018 0:24,27/04/2018 0:28,183,1,1,4,26/04/2018 19:17,5.174166667,1
27/04/2018 0:27,9,bat_and_pick,27/04/2018 0:24,27/04/2018 0:28,187,1,1,4,26/04/2018 19:17,5.175277778,1
27/04/2018 0:27,21,bat_and_pick,27/04/2018 0:24,27/04/2018 0:28,199,1,1,4,26/04/2018 19:17,5.178611111,1
27/04/2018 0:28,1,rat,27/04/2018 0:24,27/04/2018 0:28,226,1,0,4,26/04/2018 19:17,5.186111111,1
27/04/2018 0:28,6,pick,27/04/2018 0:24,27/04/2018 0:28,231,0,1,4,26/04/2018 19:17,5.1875,1
27/04/2018 1:19,15,bat_and_pick,27/04/2018 1:18,27/04/2018 1:22,76,1,1,4,26/04/2018 19:17,6.04,1
27/04/2018 1:19,3,bat_fight,27/04/2018 1:18,27/04/2018 1:22,85,1,0,4,26/04/2018 19:17,6.0425,1
27/04/2018 1:20,8,pick,27/04/2018 1:18,27/04/2018 1:22,119,0,1,4,26/04/2018 19:17,6.051944444,1
27/04/2018 1:20,10,pick,27/04/2018 1:18,27/04/2018 1:22,126,0,1,4,26/04/2018 19:17,6.053888889,1
27/04/2018 1:20,15,pick,27/04/2018 1:18,27/04/2018 1:22,142,0,1,4,26/04/2018 19:17,6.058333333,1
27/04/2018 1:21,26,pick_and_all,27/04/2018 1:18,27/04/2018 1:22,223,1,1,4,26/04/2018 19:17,6.080833333,1
27/04/2018 1:21,2,"415.0,86.5,559.2,140.2; 66.0,157.0,285.0,279.0",27/04/2018 1:18,27/04/2018 1:22,231,0,0,4,26/04/2018 19:17,6.083055556,1
27/04/2018 2:10,0.050962883,rat_and_bat,27/04/2018 2:10,27/04/2018 2:20,7,1,0,4,26/04/2018 19:17,6.899722222,1
27/04/2018 2:11,5,pick,27/04/2018 2:10,27/04/2018 2:20,47,0,1,4,26/04/2018 19:17,6.910833333,1
27/04/2018 2:13,3,fast,27/04/2018 2:10,27/04/2018 2:20,140,0,1,4,26/04/2018 19:17,6.936666667,1
27/04/2018 2:14,13,pick,27/04/2018 2:10,27/04/2018 2:20,246,0,1,4,26/04/2018 19:17,6.966111111,1
27/04/2018 2:16,3,rat,27/04/2018 2:10,27/04/2018 2:20,318,1,0,4,26/04/2018 19:17,6.986111111,1
27/04/2018 2:16,0.09619989,rat_pick_and_bat,27/04/2018 2:10,27/04/2018 2:20,366,1,1,4,26/04/2018 19:17,6.999444444,1
27/04/2018 2:17,0.063771569,rat,27/04/2018 2:10,27/04/2018 2:20,368,1,0,4,26/04/2018 19:17,7,1
27/04/2018 2:19,0.081091814,pick,27/04/2018 2:10,27/04/2018 2:20,537,0,1,4,26/04/2018 19:17,7.046944444,1
27/04/2018 2:39,2,fast,27/04/2018 2:38,27/04/2018 2:58,62,0,1,4,26/04/2018 19:17,7.379722222,1
27/04/2018 2:47,0.090564496,,27/04/2018 2:38,27/04/2018 2:58,528,0,0,4,26/04/2018 19:17,7.509166667,1
27/04/2018 2:49,2,fast,27/04/2018 2:38,27/04/2018 2:58,660,0,1,4,26/04/2018 19:17,7.545833333,1
27/04/2018 2:49,14,,27/04/2018 2:38,27/04/2018 2:58,664,0,0,4,26/04/2018 19:17,7.546944444,1
27/04/2018 2:51,0.032779517,fast,27/04/2018 2:38,27/04/2018 2:58,784,0,1,4,26/04/2018 19:17,7.580277778,1
27/04/2018 2:52,10,pick,27/04/2018 2:38,27/04/2018 2:58,811,0,1,4,26/04/2018 19:17,7.587777778,1
27/04/2018 2:52,22,pick,27/04/2018 2:38,27/04/2018 2:58,825,0,1,4,26/04/2018 19:17,7.591666667,1
27/04/2018 2:53,0.068238813,pick_and_bat,27/04/2018 2:38,27/04/2018 2:58,857,1,1,4,26/04/2018 19:17,7.600555556,1
27/04/2018 2:53,11,pick_and_bat,27/04/2018 2:38,27/04/2018 2:58,908,1,1,4,26/04/2018 19:17,7.614722222,1
27/04/2018 3:01,1,fast,27/04/2018 3:01,27/04/2018 3:02,17,0,1,4,26/04/2018 19:17,7.741666667,1
27/04/2018 3:01,2,fast,27/04/2018 3:01,27/04/2018 3:02,22,0,1,4,26/04/2018 19:17,7.743055556,1
27/04/2018 3:23,0.042707344,rat_and_bat,27/04/2018 3:22,27/04/2018 3:25,17,1,0,4,26/04/2018 19:17,8.101388889,1
27/04/2018 3:23,13,pick,27/04/2018 3:22,27/04/2018 3:25,20,0,1,4,26/04/2018 19:17,8.102222222,1
27/04/2018 3:23,0.043905767,bat_and_rat,27/04/2018 3:22,27/04/2018 3:25,33,1,0,4,26/04/2018 19:17,8.105833333,1
27/04/2018 3:24,1,fast,27/04/2018 3:22,27/04/2018 3:25,99,0,1,4,26/04/2018 19:17,8.124166667,1
27/04/2018 3:25,0.076705397,rat,27/04/2018 3:22,27/04/2018 3:25,142,1,0,4,26/04/2018 19:17,8.136111111,1
27/04/2018 3:43,0.040958086,fast,27/04/2018 3:43,27/04/2018 3:46,38,0,1,4,26/04/2018 19:17,8.446388889,1
27/04/2018 3:45,0.056999457,bat_and_rat,27/04/2018 3:43,27/04/2018 3:46,159,1,0,4,26/04/2018 19:17,8.48,1
27/04/2018 3:45,0.099530937,bat,27/04/2018 3:43,27/04/2018 3:46,160,1,0,4,26/04/2018 19:17,8.480277778,1
27/04/2018 3:45,0.014419381,bat,27/04/2018 3:43,27/04/2018 3:46,168,1,0,4,26/04/2018 19:17,8.4825,1
27/04/2018 4:01,3,pick,27/04/2018 3:59,27/04/2018 4:01,106,0,1,4,26/04/2018 19:17,8.736111111,1
27/04/2018 4:12,5,pick,27/04/2018 4:11,27/04/2018 4:16,106,0,1,4,26/04/2018 19:17,8.931666667,1
27/04/2018 4:36,0.040564984,pick_and_rat,27/04/2018 4:28,27/04/2018 4:44,445,1,1,4,26/04/2018 19:17,9.323055556,1
26/04/2018 22:28,16,bat_and_pick,26/04/2018 22:25,26/04/2018 22:36,183,1,1,4,26/04/2018 19:17,3.194444444,1
26/04/2018 22:33,1,,26/04/2018 22:25,26/04/2018 22:36,479,0,0,4,26/04/2018 19:17,3.276666667,1
26/04/2018 23:05,0.044489486,fast,26/04/2018 23:04,26/04/2018 23:09,26,0,1,4,26/04/2018 19:17,3.806111111,1
26/04/2018 23:05,2,fight_rat,26/04/2018 23:04,26/04/2018 23:09,34,1,0,4,26/04/2018 19:17,3.808333333,1
27/04/2018 2:15,54,all_pick,27/04/2018 2:10,27/04/2018 2:20,278,1,1,4,26/04/2018 19:17,6.975,1
27/04/2018 2:48,1,fast,27/04/2018 2:38,27/04/2018 2:58,570,0,1,4,26/04/2018 19:17,7.520833333,1
27/04/2018 3:25,3,fast,27/04/2018 3:22,27/04/2018 3:25,140,0,1,4,26/04/2018 19:17,8.135555556,1
27/04/2018 3:45,22,no_food,27/04/2018 3:43,27/04/2018 3:46,166,0,0,4,26/04/2018 19:17,8.481944444,1
19/04/2018 19:25,0.051207358,fast,19/04/2018 19:23,19/04/2018 19:33,75,0,1,4,19/04/2018 19:12,0.217222222,1
19/04/2018 19:26,1,fast,19/04/2018 19:23,19/04/2018 19:33,167,0,1,4,19/04/2018 19:12,0.242777778,1
19/04/2018 19:27,1,fast,19/04/2018 19:23,19/04/2018 19:33,230,0,1,4,19/04/2018 19:12,0.260277778,1
19/04/2018 19:32,5,rat,19/04/2018 19:23,19/04/2018 19:33,547,1,0,4,19/04/2018 19:12,0.348333333,1
19/04/2018 21:33,0.039785341,rat,19/04/2018 21:29,19/04/2018 21:39,220,1,0,4,19/04/2018 19:12,2.360555556,1
19/04/2018 21:37,176,both,19/04/2018 21:29,19/04/2018 21:39,457,0,0,4,19/04/2018 19:12,2.426388889,1
19/04/2018 21:38,3,pick,19/04/2018 21:29,19/04/2018 21:39,487,0,1,4,19/04/2018 19:12,2.434722222,1
19/04/2018 21:38,2,rat,19/04/2018 21:29,19/04/2018 21:39,493,1,0,4,19/04/2018 19:12,2.436388889,1
19/04/2018 22:34,4,rat,19/04/2018 22:34,19/04/2018 22:43,22,1,0,4,19/04/2018 19:12,3.381944444,1
19/04/2018 22:36,237,both,19/04/2018 22:34,19/04/2018 22:43,109,0,0,4,19/04/2018 19:12,3.406111111,1
19/04/2018 22:42,1,rat,19/04/2018 22:34,19/04/2018 22:43,472,1,0,4,19/04/2018 19:12,3.506944444,1
20/04/2018 0:03,12,pick,20/04/2018 0:00,20/04/2018 0:18,185,0,1,4,19/04/2018 19:12,4.857222222,1
20/04/2018 0:02,39,both,20/04/2018 0:00,20/04/2018 0:18,155,0,0,4,19/04/2018 19:12,4.848888889,1
20/04/2018 0:03,14,rat,20/04/2018 0:00,20/04/2018 0:18,207,1,0,4,19/04/2018 19:12,4.863333333,1
20/04/2018 0:04,5,rat,20/04/2018 0:00,20/04/2018 0:18,235,1,0,4,19/04/2018 19:12,4.871111111,1
20/04/2018 0:04,0.016181067,rat,20/04/2018 0:00,20/04/2018 0:18,262,1,0,4,19/04/2018 19:12,4.878611111,1
20/04/2018 0:05,29,rat_and_bat,20/04/2018 0:00,20/04/2018 0:18,295,1,0,4,19/04/2018 19:12,4.887777778,1
20/04/2018 0:05,3,rat_and_bat,20/04/2018 0:00,20/04/2018 0:18,320,1,0,4,19/04/2018 19:12,4.894722222,1
20/04/2018 0:06,18,rat_and_bat,20/04/2018 0:00,20/04/2018 0:18,341,1,0,4,19/04/2018 19:12,4.900555556,1
20/04/2018 0:08,11,rat,20/04/2018 0:00,20/04/2018 0:18,508,1,0,4,19/04/2018 19:12,4.946944444,1
20/04/2018 0:10,1,fast,20/04/2018 0:00,20/04/2018 0:18,579,0,1,4,19/04/2018 19:12,4.966666667,1
20/04/2018 0:11,0.093784466,fast,20/04/2018 0:00,20/04/2018 0:18,673,0,1,4,19/04/2018 19:12,4.992777778,1
20/04/2018 0:11,0.019265878,fast,20/04/2018 0:00,20/04/2018 0:18,697,0,1,4,19/04/2018 19:12,4.999444444,1
20/04/2018 0:12,1,fast,20/04/2018 0:00,20/04/2018 0:18,711,0,1,4,19/04/2018 19:12,5.003333333,1
20/04/2018 0:13,6,fast,20/04/2018 0:00,20/04/2018 0:18,809,0,1,4,19/04/2018 19:12,5.030555556,1
20/04/2018 0:14,10,rat,20/04/2018 0:00,20/04/2018 0:18,825,1,0,4,19/04/2018 19:12,5.035,1
20/04/2018 0:14,0.058920205,fast,20/04/2018 0:00,20/04/2018 0:18,863,0,1,4,19/04/2018 19:12,5.045555556,1
20/04/2018 2:00,0.024862202,fast,20/04/2018 1:59,20/04/2018 2:03,39,0,1,4,19/04/2018 19:12,6.802777778,1
20/04/2018 2:00,1,fast,20/04/2018 1:59,20/04/2018 2:03,41,0,1,4,19/04/2018 19:12,6.803333333,1
20/04/2018 2:00,10,rat,20/04/2018 1:59,20/04/2018 2:03,65,1,0,4,19/04/2018 19:12,6.81,1
20/04/2018 2:00,1,fast,20/04/2018 1:59,20/04/2018 2:03,84,0,1,4,19/04/2018 19:12,6.815277778,1
20/04/2018 2:01,1,fast,20/04/2018 1:59,20/04/2018 2:03,122,0,1,4,19/04/2018 19:12,6.825833333,1
20/04/2018 2:01,0.014004332,fast,20/04/2018 1:59,20/04/2018 2:03,141,0,1,4,19/04/2018 19:12,6.831111111,1
20/04/2018 2:02,7,rat,20/04/2018 1:59,20/04/2018 2:03,164,1,0,4,19/04/2018 19:12,6.8375,1
20/04/2018 2:03,7,pick,20/04/2018 1:59,20/04/2018 2:03,216,0,1,4,19/04/2018 19:12,6.851944444,1
20/04/2018 2:48,3,rat,20/04/2018 2:44,20/04/2018 2:51,210,1,0,4,19/04/2018 19:12,7.604166667,1
20/04/2018 2:48,6,rat,20/04/2018 2:44,20/04/2018 2:51,235,1,0,4,19/04/2018 19:12,7.611111111,1
20/04/2018 2:48,1,,20/04/2018 2:44,20/04/2018 2:51,248,0,0,4,19/04/2018 19:12,7.614722222,1
20/04/2018 2:49,4,pick,20/04/2018 2:44,20/04/2018 2:51,269,0,1,4,19/04/2018 19:12,7.620555556,1
20/04/2018 2:49,5,pick,20/04/2018 2:44,20/04/2018 2:51,303,0,1,4,19/04/2018 19:12,7.63,1
20/04/2018 2:51,26,,20/04/2018 2:44,20/04/2018 2:51,375,0,0,4,19/04/2018 19:12,7.65,1
20/04/2018 3:27,4,fast,20/04/2018 3:24,20/04/2018 3:36,180,0,1,4,19/04/2018 19:12,8.251666667,1
20/04/2018 3:31,4,fast,20/04/2018 3:24,20/04/2018 3:36,467,0,1,4,19/04/2018 19:12,8.331388889,1
20/04/2018 3:32,10,pick,20/04/2018 3:24,20/04/2018 3:36,512,0,1,4,19/04/2018 19:12,8.343888889,1
20/04/2018 3:32,10,rat,20/04/2018 3:24,20/04/2018 3:36,521,1,0,4,19/04/2018 19:12,8.346388889,1
20/04/2018 3:33,2,fast,20/04/2018 3:24,20/04/2018 3:36,547,0,1,4,19/04/2018 19:12,8.353611111,1
20/04/2018 3:33,1,fast,20/04/2018 3:24,20/04/2018 3:36,573,0,1,4,19/04/2018 19:12,8.360833333,1
20/04/2018 3:33,3,fast,20/04/2018 3:24,20/04/2018 3:36,591,0,1,4,19/04/2018 19:12,8.365833333,1
20/04/2018 3:34,3,pick,20/04/2018 3:24,20/04/2018 3:36,621,0,1,4,19/04/2018 19:12,8.374166667,1
20/04/2018 3:35,73,rat_and_bat,20/04/2018 3:24,20/04/2018 3:36,655,1,0,4,19/04/2018 19:12,8.383611111,1
20/04/2018 3:57,3,fast,20/04/2018 3:51,20/04/2018 4:01,330,0,1,4,19/04/2018 19:12,8.756111111,1
20/04/2018 3:59,0.068554286,fast,20/04/2018 3:51,20/04/2018 4:01,487,0,1,4,19/04/2018 19:12,8.799722222,1
20/04/2018 4:00,3,pick,20/04/2018 3:51,20/04/2018 4:01,522,0,1,4,19/04/2018 19:12,8.809444444,1
21/04/2018 19:30,4,rat,21/04/2018 19:30,21/04/2018 19:35,24,1,0,4,21/04/2018 19:14,0.276944444,1
21/04/2018 19:58,1,fast,21/04/2018 19:57,21/04/2018 20:06,17,0,1,4,21/04/2018 19:14,0.736388889,1
21/04/2018 19:59,20,pick_and_others,21/04/2018 19:57,21/04/2018 20:06,108,1,1,4,21/04/2018 19:14,0.761666667,1
21/04/2018 20:00,9,rat,21/04/2018 19:57,21/04/2018 20:06,130,1,0,4,21/04/2018 19:14,0.767777778,1
21/04/2018 20:05,54,pick_and_others,21/04/2018 19:57,21/04/2018 20:06,474,1,1,4,21/04/2018 19:14,0.863333333,1
21/04/2018 22:57,1,fast,21/04/2018 22:57,21/04/2018 22:59,7,0,1,4,21/04/2018 19:14,3.726666667,1
21/04/2018 22:57,25,pick,21/04/2018 22:57,21/04/2018 22:59,22,0,1,4,21/04/2018 19:14,3.730833333,1
21/04/2018 22:58,14,pick_and_others,21/04/2018 22:57,21/04/2018 22:59,88,1,1,4,21/04/2018 19:14,3.749166667,1
21/04/2018 22:59,8,bat,21/04/2018 22:57,21/04/2018 22:59,97,1,0,4,21/04/2018 19:14,3.751666667,1
21/04/2018 22:59,6,pick,21/04/2018 22:57,21/04/2018 22:59,102,0,1,4,21/04/2018 19:14,3.753055556,1
21/04/2018 23:52,26,pick_and_others,21/04/2018 23:50,21/04/2018 23:56,112,1,1,4,21/04/2018 19:14,4.640833333,1
21/04/2018 23:52,6,pick,21/04/2018 23:50,21/04/2018 23:56,126,0,1,4,21/04/2018 19:14,4.644722222,1
21/04/2018 23:53,24,pick_and_bat,21/04/2018 23:50,21/04/2018 23:56,196,1,1,4,21/04/2018 19:14,4.664166667,1
21/04/2018 23:54,1,fast,21/04/2018 23:50,21/04/2018 23:56,258,0,1,4,21/04/2018 19:14,4.681388889,1
21/04/2018 23:55,19,fast,21/04/2018 23:50,21/04/2018 23:56,287,0,1,4,21/04/2018 19:14,4.689444444,1
22/04/2018 1:25,3,fast,22/04/2018 1:25,22/04/2018 1:26,0,0,1,4,21/04/2018 19:14,6.1875,1
22/04/2018 1:25,6,pick,22/04/2018 1:25,22/04/2018 1:26,14,0,1,4,21/04/2018 19:14,6.191388889,1
